,squareMeters,numberOfRooms,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price,category,PoolAndYard
114,57160,15,43,40786,8,8,2002,FALSE,FALSE,4018,4871,836,TRUE,2,5724102.2,Basic,has pool and has yard
115,13346,56,57,30010,6,8,2021,TRUE,TRUE,2525,545,809,FALSE,8,1336414.1,Basic,no pool and no yard
116,27351,77,36,98465,4,1,1997,TRUE,TRUE,1150,3100,812,TRUE,0,2738851.7,Basic,no pool and no yard
117,18466,50,60,89670,5,2,2020,FALSE,FALSE,2475,1376,568,FALSE,5,1849227,Basic,has pool and no yard
118,45441,29,66,21239,3,5,2004,FALSE,TRUE,8121,2996,853,FALSE,6,4552319.4,Basic,no pool and has yard
119,55933,15,97,5800,9,8,2001,TRUE,TRUE,7369,6739,686,TRUE,6,5599976.1,Basic,no pool and no yard
120,81936,68,92,6143,3,1,2011,TRUE,FALSE,6393,9082,734,FALSE,0,8198107.1,Basic,no pool and no yard
121,18237,70,74,25093,9,6,2011,FALSE,FALSE,7173,9144,498,TRUE,9,1833338.1,Basic,no pool and has yard
122,35631,54,7,77355,10,6,2018,TRUE,TRUE,216,1339,775,TRUE,10,3568002.8,Basic,no pool and has yard
123,99683,12,77,18300,5,8,2002,FALSE,TRUE,4034,2877,787,TRUE,6,9977000.2,Basic,no pool and has yard
124,47664,44,77,98008,6,3,2010,TRUE,TRUE,2662,5433,417,FALSE,6,4770073,Basic,no pool and no yard
125,62887,45,7,91125,4,3,1993,TRUE,FALSE,292,744,675,FALSE,4,6293710.3,Basic,has pool and no yard
126,18470,20,73,9406,3,1,2000,TRUE,FALSE,4089,9245,905,TRUE,6,1852115,Luxury,has pool and has yard
127,36031,63,47,74698,9,8,2001,FALSE,TRUE,9701,1325,514,FALSE,4,3612495.1,Basic,no pool and has yard
128,22776,84,5,82401,9,9,1993,FALSE,TRUE,2422,1918,544,TRUE,7,2278599.3,Basic,no pool and no yard
129,14830,54,1,17641,1,10,1992,TRUE,FALSE,6151,1651,243,FALSE,9,1487488.2,Basic,no pool and has yard
130,43944,40,69,5581,10,5,2012,FALSE,TRUE,7466,6556,735,TRUE,6,4403326.2,Basic,no pool and has yard
131,73062,34,38,44770,4,8,2016,FALSE,FALSE,9823,7174,728,TRUE,0,7313447.6,Basic,has pool and has yard
132,84284,76,39,55723,5,1,1998,FALSE,FALSE,4500,4877,480,FALSE,6,8432554.8,Basic,no pool and no yard
133,9619,66,91,82543,9,5,1991,FALSE,TRUE,1069,3823,927,FALSE,10,969806.1,Basic,no pool and has yard
134,11410,96,96,85454,8,3,2019,FALSE,TRUE,1466,3642,933,TRUE,1,1150663.9,Basic,has pool and no yard
135,29855,63,23,78080,5,5,2000,FALSE,TRUE,3861,7495,204,FALSE,6,2987645,Basic,no pool and no yard
136,46716,94,58,25303,8,5,2008,FALSE,TRUE,1361,6855,409,FALSE,3,4674140.8,Basic,no pool and no yard
137,77046,69,85,43517,4,2,1992,FALSE,TRUE,8135,1401,648,FALSE,3,7714235.2,Basic,no pool and has yard
138,58855,1,66,20127,3,7,2004,FALSE,TRUE,2267,3070,531,FALSE,3,5892518.4,Basic,no pool and no yard
139,69165,66,74,51371,4,4,2009,TRUE,TRUE,1543,9736,939,TRUE,9,6926290.9,Basic,no pool and has yard
140,57915,25,84,87517,10,4,2007,TRUE,TRUE,3394,4287,640,FALSE,5,5800324.7,Basic,has pool and no yard
141,66279,47,9,21934,3,2,2003,FALSE,TRUE,5079,3156,128,FALSE,10,6631365.3,Basic,no pool and has yard
142,16068,21,13,21716,8,8,1991,TRUE,TRUE,8893,2564,463,FALSE,2,1611707.1,Basic,no pool and has yard
143,74325,50,58,91978,8,10,1994,FALSE,TRUE,4008,1952,275,FALSE,5,7443433.4,Basic,has pool and has yard
144,35742,46,47,84138,7,1,2014,TRUE,TRUE,1732,6019,243,FALSE,7,3581003.4,Luxury,has pool and has yard
145,9026,51,28,85842,1,5,2000,TRUE,FALSE,779,9037,482,FALSE,10,904797,Basic,no pool and has yard
146,16899,19,14,47328,2,4,2020,FALSE,TRUE,5710,907,302,TRUE,7,1693690,Basic,has pool and no yard
147,99854,82,64,82741,3,8,2009,FALSE,TRUE,4827,2626,918,FALSE,7,9989598.9,Basic,no pool and no yard
148,33743,56,29,21945,10,8,2006,FALSE,TRUE,7330,3012,345,FALSE,6,3382812.6,Basic,has pool and has yard
149,72798,22,30,61212,9,3,2007,FALSE,FALSE,2209,2120,637,FALSE,7,7290431.7,Basic,has pool and has yard
150,86492,21,86,42450,3,7,1992,TRUE,FALSE,7843,5348,463,FALSE,0,8654049.2,Basic,no pool and no yard
151,38937,35,77,2867,2,6,2013,TRUE,TRUE,1312,1272,794,FALSE,1,3901433.3,Basic,has pool and no yard
152,24762,22,62,50367,10,10,1999,TRUE,TRUE,5264,3986,502,TRUE,1,2480900.9,Basic,has pool and no yard
153,91047,45,65,41065,8,2,1999,FALSE,FALSE,7241,1060,757,TRUE,1,9109264.9,Basic,no pool and no yard
154,55527,64,44,61931,4,2,2005,FALSE,TRUE,9385,9507,786,TRUE,9,5557814.5,Basic,has pool and no yard
155,70606,17,79,38,7,3,2017,TRUE,FALSE,4927,1285,197,FALSE,5,7070662.7,Luxury,has pool and has yard
156,67327,47,87,26709,9,3,1990,FALSE,TRUE,1097,8551,964,FALSE,10,6741466,Basic,no pool and no yard
157,6125,90,29,95979,1,2,2012,TRUE,TRUE,6423,7934,846,FALSE,10,615143.2,Basic,has pool and no yard
158,71833,37,51,58147,2,5,2013,FALSE,FALSE,3772,2045,580,TRUE,6,7185318.3,Basic,has pool and no yard
159,20811,98,71,91543,1,4,1995,FALSE,TRUE,112,53,586,FALSE,3,2090690.5,Basic,has pool and has yard
160,7643,98,63,5989,2,3,1999,TRUE,FALSE,2142,7748,983,TRUE,7,765618.9,Basic,no pool and no yard
161,16669,95,81,15949,4,3,2007,FALSE,TRUE,6109,1409,239,TRUE,1,1676719.7,Basic,has pool and has yard
162,84006,73,97,54296,4,7,2000,TRUE,FALSE,9698,6310,837,FALSE,4,8409827,Luxury,has pool and has yard
163,34059,49,90,63489,4,8,1993,FALSE,TRUE,4138,5337,347,FALSE,2,3412619.3,Basic,no pool and no yard
164,36131,95,88,72385,8,8,1991,TRUE,FALSE,1046,8463,331,FALSE,8,3620939.1,Basic,no pool and no yard
165,8201,18,66,38920,7,2,2007,FALSE,FALSE,4949,5811,185,TRUE,6,826967.7,Basic,has pool and has yard
166,38398,84,22,44513,6,8,1994,TRUE,FALSE,1618,9458,404,FALSE,8,3842545.4,Basic,no pool and no yard
167,38833,10,14,28075,4,3,2014,TRUE,TRUE,1828,7626,462,TRUE,8,3884619.4,Basic,no pool and no yard
168,41488,22,59,2019,9,1,2013,FALSE,TRUE,2090,4438,650,FALSE,3,4151539.3,Basic,no pool and no yard
169,5205,2,15,71289,7,3,2005,FALSE,FALSE,8342,4705,742,FALSE,0,521650.5,Basic,no pool and no yard
170,45066,28,62,85825,9,5,2013,FALSE,FALSE,7092,6757,924,TRUE,0,4508367.3,Basic,no pool and no yard
171,63875,1,14,54408,7,3,1999,TRUE,FALSE,4139,7178,152,FALSE,6,6394774.9,Luxury,has pool and has yard
172,25052,88,94,1083,8,6,2020,FALSE,TRUE,718,6346,703,FALSE,10,2515214,Basic,no pool and no yard
173,51457,64,32,68294,3,10,2016,FALSE,FALSE,3016,1891,633,TRUE,4,5150600.6,Basic,has pool and no yard
174,84396,64,96,88421,6,7,2015,TRUE,TRUE,7416,6190,593,TRUE,2,8449333.5,Basic,no pool and no yard
175,64920,98,63,1173,8,8,2016,TRUE,FALSE,2287,8181,426,TRUE,6,6501809.6,Basic,has pool and no yard
176,9166,4,16,26610,4,1,2015,TRUE,TRUE,6838,9438,842,TRUE,8,922847.5,Basic,no pool and has yard
177,85558,48,83,55318,2,9,2017,FALSE,TRUE,7997,655,374,TRUE,0,8568781.7,Basic,no pool and has yard
178,87267,75,81,57714,6,10,2019,FALSE,FALSE,6899,1628,666,TRUE,4,8731940.9,Basic,no pool and has yard
179,96091,100,24,99874,10,3,1999,FALSE,FALSE,6546,4094,373,FALSE,6,9615021.9,Basic,has pool and no yard
180,38003,98,6,49191,8,10,2008,FALSE,FALSE,9981,6500,129,FALSE,2,3803545.8,Basic,no pool and has yard
181,83120,97,68,93953,6,6,2015,FALSE,TRUE,15,4581,481,FALSE,1,8318749.5,Basic,has pool and no yard
182,20468,100,34,63924,6,4,2003,FALSE,TRUE,9659,6233,802,FALSE,0,2049846.3,Basic,no pool and has yard
183,75152,91,37,61836,3,3,2018,TRUE,FALSE,4717,5685,412,FALSE,2,7518709.8,Basic,no pool and has yard
184,32688,9,18,86166,6,5,2013,FALSE,TRUE,9089,6967,398,TRUE,7,3274057.3,Basic,has pool and has yard
185,45868,72,69,33082,5,7,1994,TRUE,TRUE,7668,9908,216,FALSE,10,4600708.4,Luxury,has pool and has yard
186,73900,69,36,57473,4,3,2018,FALSE,FALSE,9847,6227,140,TRUE,4,7394635.8,Basic,has pool and no yard
187,16000,41,25,86898,9,4,2007,FALSE,TRUE,7228,764,138,FALSE,6,1606948.7,Basic,has pool and has yard
188,1423,59,30,21687,8,4,1993,TRUE,TRUE,3900,1985,879,FALSE,8,149234.3,Basic,has pool and no yard
189,29951,37,13,56604,6,8,1995,TRUE,TRUE,5692,9582,762,FALSE,0,3002371.5,Luxury,has pool and has yard
190,40231,84,41,64474,4,5,1999,FALSE,FALSE,5700,303,758,TRUE,0,4030226.9,Basic,has pool and no yard
191,59517,38,69,93928,8,8,2003,TRUE,FALSE,6831,2741,727,TRUE,6,5958698.3,Basic,no pool and has yard
192,98969,26,69,36941,10,8,2003,FALSE,FALSE,3744,5809,992,TRUE,5,9902968.3,Basic,no pool and has yard
193,99177,49,41,5100,6,10,2021,TRUE,TRUE,6326,6738,429,TRUE,3,9919217.1,Basic,no pool and no yard
194,89157,46,42,34482,3,6,2009,FALSE,TRUE,3510,781,290,TRUE,4,8920282.9,Basic,no pool and no yard
195,67429,60,24,89820,8,7,1991,TRUE,FALSE,3578,3600,858,TRUE,1,6749654.1,Basic,has pool and no yard
196,38431,56,60,69199,9,3,2020,TRUE,FALSE,4121,3307,374,FALSE,8,3848467,Basic,no pool and has yard
197,72495,76,59,8723,8,10,1994,TRUE,FALSE,3413,2245,254,TRUE,0,7259025.4,Luxury,has pool and has yard
198,85362,77,19,40604,6,5,1997,FALSE,FALSE,7728,8516,186,TRUE,4,8541211.7,Basic,no pool and has yard
199,28597,93,47,16237,3,9,1990,FALSE,FALSE,4492,270,714,FALSE,8,2863386,Basic,no pool and no yard
200,13687,36,93,2400,3,5,2001,TRUE,TRUE,4148,6383,590,FALSE,5,1376329.1,Luxury,has pool and has yard
201,50479,3,73,39939,5,9,2020,FALSE,FALSE,4149,6785,188,FALSE,5,5057657,Basic,has pool and no yard
202,98121,38,57,20289,7,4,1995,FALSE,TRUE,6028,8690,275,FALSE,2,9817494.5,Basic,has pool and no yard
203,57736,16,21,83855,9,6,1999,FALSE,TRUE,6099,1511,588,FALSE,2,5775940.9,Basic,no pool and no yard
204,30356,40,85,13378,7,1,1992,FALSE,FALSE,7660,774,551,FALSE,8,3039209.2,Basic,no pool and no yard
205,21141,38,80,65184,10,3,1998,TRUE,TRUE,169,8853,697,TRUE,10,2126023.8,Basic,has pool and no yard
206,98122,34,7,80176,7,4,2009,FALSE,TRUE,7125,7272,186,TRUE,5,9813433.9,Basic,no pool and no yard
207,34746,12,15,57668,10,5,2000,FALSE,FALSE,2840,3137,377,FALSE,4,3478332,Basic,no pool and has yard
208,17297,43,19,99289,7,5,2012,TRUE,TRUE,3216,5586,243,TRUE,2,1738971.2,Luxury,has pool and has yard
209,80324,47,7,20394,3,2,1993,TRUE,TRUE,325,3203,109,FALSE,9,8039714.3,Luxury,has pool and has yard
210,15815,13,2,2179,7,1,2019,TRUE,FALSE,637,7880,552,FALSE,4,1585031.9,Luxury,has pool and has yard
211,1066,5,46,65388,4,9,2017,FALSE,TRUE,2723,9228,524,TRUE,5,114605.7,Basic,has pool and has yard
212,79275,95,67,13000,5,9,1995,FALSE,TRUE,3689,7215,132,TRUE,3,7930383.5,Basic,has pool and no yard
213,20658,7,48,80216,4,10,1997,FALSE,FALSE,8080,9560,341,TRUE,10,2076936.7,Basic,has pool and has yard
214,8687,88,64,2052,3,6,1993,TRUE,TRUE,7414,6075,710,TRUE,3,877525.3,Basic,has pool and no yard
215,69638,42,63,89878,1,2,1991,TRUE,FALSE,4703,7032,937,TRUE,6,6977654.1,Luxury,has pool and has yard
216,94036,18,19,79418,10,9,2001,TRUE,TRUE,5913,178,986,FALSE,10,9406163.1,Basic,no pool and no yard
217,60889,72,87,55928,6,8,2018,TRUE,FALSE,7437,4833,131,FALSE,7,6091341.8,Basic,no pool and no yard
218,11680,21,14,5324,10,1,1992,TRUE,FALSE,7478,6846,921,TRUE,6,1169431.2,Basic,no pool and no yard
219,11458,96,31,95286,9,5,2010,TRUE,FALSE,1365,3757,321,FALSE,6,1154040,Luxury,has pool and has yard
220,20397,67,79,29406,8,7,1997,FALSE,FALSE,705,4914,898,TRUE,3,2042985.7,Basic,no pool and no yard
221,83206,34,51,27565,9,9,1999,TRUE,FALSE,9170,9694,327,FALSE,9,8326302.9,Basic,no pool and has yard
222,8951,11,63,32412,1,10,1997,TRUE,FALSE,6189,2892,626,FALSE,1,904889.7,Basic,no pool and has yard
223,22854,41,89,74420,4,7,2001,FALSE,TRUE,6216,521,481,TRUE,0,2292467.1,Basic,no pool and has yard
